date,open,high,low,close,volume
25-07-2006,2.7129,2.7629,2.6557,2.6829,106622600
26-07-2006,2.7357,2.7429,2.7014,2.7186,23378600
27-07-2006,2.7571,3.0643,2.75,2.8886,22501500
28-07-2006,2.8886,3.0257,2.8843,2.9786,10544100
31-07-2006,2.9857,2.9861,2.9286,2.9557,8388100
01-08-2006,2.9629,3.01,2.9014,2.9286,13189400
02-08-2006,2.9714,3.05,2.9586,2.9771,11226600
03-08-2006,2.9643,2.9643,2.8714,2.9129,13385400
04-08-2006,2.94,3.1071,2.9357,2.9943,17391500
07-08-2006,3,3.0071,2.9214,2.9543,6384000
08-08-2006,2.9714,2.9714,2.89,2.9,6967800
09-08-2006,2.9143,2.9386,2.8714,2.88,6594700
10-08-2006,2.86,2.8857,2.8314,2.8786,7313600
11-08-2006,2.86,2.8843,2.8243,2.84,6278300
14-08-2006,2.8429,2.8586,2.8343,2.8443,5253500
15-08-2006,2.8629,2.9,2.83,2.85,6462400
16-08-2006,2.86,2.8771,2.7957,2.8243,10453800
17-08-2006,2.8,2.9514,2.7986,2.8614,9569700
18-08-2006,2.8714,2.89,2.8243,2.8357,5793900
21-08-2006,2.8414,2.8457,2.7314,2.7886,9548000
22-08-2006,2.7714,2.7843,2.6657,2.6771,12518100
23-08-2006,2.6786,2.6914,2.5886,2.6686,13015800
24-08-2006,2.66,2.6857,2.6014,2.6529,7628600
25-08-2006,2.6386,2.6914,2.6229,2.6743,7109900
28-08-2006,2.6957,2.7886,2.6943,2.75,9011800
29-08-2006,2.7614,2.7807,2.7343,2.7657,6967100
30-08-2006,2.7843,2.8843,2.77,2.87,7435400
31-08-2006,2.8857,2.8886,2.8443,2.86,7647500
01-09-2006,2.8614,2.8957,2.85,2.86,5992700
05-09-2006,2.8743,2.8914,2.8429,2.89,4260200
06-09-2006,2.9786,3.0986,2.9643,3.0029,20215300
07-09-2006,2.98,2.98,2.8971,2.9029,9782500
08-09-2006,2.8914,2.9514,2.8643,2.8914,5731600
11-09-2006,2.8586,2.9786,2.8586,2.9457,6344800
12-09-2006,2.9529,3.1229,2.9486,3.1071,15677200
13-09-2006,3.0707,3.2014,3.0643,3.18,9378600
14-09-2006,3.1614,3.2229,3.1614,3.2114,4983300
15-09-2006,3.2357,3.2743,3.2129,3.2457,9599100
18-09-2006,3.2643,3.2843,3.1757,3.19,8449000
19-09-2006,3.1779,3.2371,3.1,3.1357,13532400
20-09-2006,3.1671,3.2214,3.1614,3.21,4520600
21-09-2006,3.2057,3.3629,3.2029,3.2757,7473900
22-09-2006,3.2771,3.3,3.21,3.2871,4979800
25-09-2006,3.3257,3.3286,3.2729,3.3,4502400
26-09-2006,3.3214,3.3286,3.2757,3.2829,3538500
27-09-2006,3.2857,3.3557,3.2857,3.3129,4239900
28-09-2006,3.3214,3.3714,3.2729,3.3014,5580400
29-09-2006,3.3157,3.3557,3.2343,3.2543,9544500
02-10-2006,3.2557,3.3029,3.2429,3.2586,5057500
03-10-2006,3.2586,3.2957,3.1857,3.2914,7105700
04-10-2006,3.28,3.3386,3.2586,3.3143,5247200
05-10-2006,3.3357,3.4271,3.2971,3.4071,5028800
06-10-2006,3.4071,3.4586,3.3786,3.4443,4361700
09-10-2006,3.4557,3.4557,3.41,3.4286,2941400
10-10-2006,3.4414,3.4414,3.3543,3.3743,3579100
11-10-2006,3.3514,3.3957,3.2943,3.34,9109800
12-10-2006,3.3286,3.3657,3.3171,3.3443,5347300
13-10-2006,3.3629,3.37,3.3114,3.3143,4435200
16-10-2006,3.3343,3.34,3.3157,3.3171,7366100
17-10-2006,3.3143,3.3156,3.2229,3.2471,8232700
18-10-2006,3.2571,3.2771,3.1829,3.1986,5683300
19-10-2006,3.1829,3.2171,3.1614,3.1629,7921900
20-10-2006,3.16,3.1857,3.1357,3.1771,10821300
23-10-2006,3.1807,3.6571,3.15,3.2971,30411500
24-10-2006,3.9014,4.0143,3.8057,3.91,83430200
25-10-2006,3.9486,3.9941,3.89,3.9629,19505500
26-10-2006,3.9643,3.9829,3.8744,3.9643,11428200
